assessment_id,training_id,participant_id,pre_knowledge,post_knowledge,pre_preparedness,post_preparedness,pre_confidence,post_confidence
c3dc80dd-5f40-4d67-8ed9-ec9cc6463498,de19a7b1-2638-4add-a39b-9224c3e48ea8,1e4e601e-7358-4f84-a50a-9a111840e4a1,60.84,77.36,49.31,72.26,51.53,79.53
1ac5bc61-6547-4ca3-a175-86afef93d119,de19a7b1-2638-4add-a39b-9224c3e48ea8,909ddeec-cb0a-4a60-a223-c46c72f9e038,64.48,84.39,45.01,79.41,59.31,81.03
bcbdf379-2f3b-4095-9a82-cb2fcc9579d7,de19a7b1-2638-4add-a39b-9224c3e48ea8,67e44131-9e12-44fd-9f23-a299513a32a3,55.87,69.46,53.66,66.7,66.13,96.64
ee15208b-8c35-41c1-99b4-710716865c65,94f65715-a767-4856-b05c-9bc4ba6be581,a5b63985-6859-43b7-8af7-0e8339f77a3a,68.56,92.52,56.03,87.87,57.64,75.52
0dd2db42-abfc-4477-9d21-936130d50b4f,94f65715-a767-4856-b05c-9bc4ba6be581,51c1e783-d998-42c3-9c79-073ae2b0c11e,51.87,64.32,42.89,55.71,64.09,100
1ed81bc3-7e06-4550-800c-813c807efb25,94f65715-a767-4856-b05c-9bc4ba6be581,39ad91f0-29fe-4643-b27f-4640a93485cc,65.45,93.37,46.3,68.24,66.21,86.15
d390daed-ed70-4f98-821a-40170879d49c,94f65715-a767-4856-b05c-9bc4ba6be581,ad796fda-7688-4e11-a74c-96d8afe2ce4c,63.24,80.6,55.65,88.34,45.79,79.95
c0147d3c-e9bb-4c2e-b603-f79389c0f0b0,94f65715-a767-4856-b05c-9bc4ba6be581,33ed076a-1c2b-4624-82e9-1343cf9a40c1,51.9,79.46,58.56,68.78,47.28,62.49
ba311bdd-9226-4606-b08c-309930585d32,94f65715-a767-4856-b05c-9bc4ba6be581,b804cfbd-32a9-4b45-a2f3-39ab274be7a2,62.91,87.35,54.34,85.72,69.76,85.08
c4294de5-d845-4fb2-85ff-dc179d0fe97e,94f65715-a767-4856-b05c-9bc4ba6be581,b7ab0a9b-9d03-440a-8e96-faf2e133ff6e,52.12,71.65,62.67,82.23,52.53,68.98
37ca83aa-1cbc-445a-ab15-f5c36fc2c1fb,94f65715-a767-4856-b05c-9bc4ba6be581,812b2432-f6e1-4291-a338-ef3473d9545a,60.32,84.98,68.57,100,55.12,73.52
c688f6fb-9fbd-4fd4-be82-e3d7fd5b932a,94f65715-a767-4856-b05c-9bc4ba6be581,ee9f7330-7b18-40ba-8f3b-edd97f948397,57.91,70.53,45.0,70.59,50.07,84.71
46231a89-c043-4034-b920-dc463e8ad86a,94f65715-a767-4856-b05c-9bc4ba6be581,6ee39150-f4fb-4e08-9ff4-c989b2f98302,64.09,82.54,62.86,77.47,63.37,100
3d4ecfb6-e1c9-40e0-99fc-8da9259525d1,94f65715-a767-4856-b05c-9bc4ba6be581,6ecfa53a-5664-40e4-9797-2111e532c232,48.53,59.54,59.63,73.36,44.33,78.3
fafc3f9d-601c-4709-a147-9f85eaee315c,94f65715-a767-4856-b05c-9bc4ba6be581,3fb751de-bcd0-47ea-a115-7757e5fdab3c,46.67,74.22,43.64,71.54,64.08,83.76
42eb25f1-3cc3-4950-967f-6df8216129bd,94f65715-a767-4856-b05c-9bc4ba6be581,44b12c3d-a7f3-46c9-98bf-73f33c4253f4,66.07,88.46,65.85,76.77,60.16,95.82
6e5d5f37-173f-490c-979f-335772a07c3d,94f65715-a767-4856-b05c-9bc4ba6be581,7de474b7-b4cc-473d-8753-ead775e2db6c,56.62,85.18,53.82,86.17,42.26,74.79
7725b19e-da40-463e-853c-49dd9b28c4a1,94f65715-a767-4856-b05c-9bc4ba6be581,fd1fb75c-25da-46de-92a7-ecf4c5f8b25f,69.71,91.99,57.11,90.96,66.7,100
7c49f284-d310-4551-ab40-0ca3bd8797d9,94f65715-a767-4856-b05c-9bc4ba6be581,49996c46-6c24-4966-afc4-d3eeb282f402,61.51,85.03,62.72,78.85,63.12,78.65
faef383a-6bd8-4186-8e31-61e962b939dc,94f65715-a767-4856-b05c-9bc4ba6be581,4c15d8b5-d77f-427c-964a-a91176f192a6,53.08,73.45,46.37,80.81,47.1,85.56
22acadd0-a857-451b-8003-61d608cc8412,94f65715-a767-4856-b05c-9bc4ba6be581,5c2c0f9e-33f5-452e-a127-983be1a23367,42.34,64.02,57.26,77.04,59.09,75.03
00dc22aa-55e5-4269-861e-b40f5ae704bc,94f65715-a767-4856-b05c-9bc4ba6be581,55ae8a41-0d0f-421e-9cc6-af301d170218,65.59,92.49,56.39,73.6,44.1,67.95
3c2fb7ae-4cb0-46f3-b6d0-7ae0e137ab02,94f65715-a767-4856-b05c-9bc4ba6be581,8a36f5d0-58ea-4d8f-a688-0d8e0a01370a,50.71,80.65,46.17,60.0,65.92,94.53
1610a9b3-e947-451b-aeca-9d91f84e67d2,94f65715-a767-4856-b05c-9bc4ba6be581,5ca04a9e-03a4-4752-9374-22d6a2e158c3,52.53,67.44,61.26,83.4,58.91,86.14
c8dd4f70-0549-49bc-9793-b43df8147f64,94f65715-a767-4856-b05c-9bc4ba6be581,9cadebe3-8159-4a75-9d46-9d0be0509091,51.01,77.74,40.05,70.82,55.62,78.76
a5c3f09f-7dab-40a3-ae1b-a07782b68c16,94f65715-a767-4856-b05c-9bc4ba6be581,af633fcf-81b0-40b3-8f2d-dba6af185310,51.08,66.45,57.82,76.16,57.9,95.53
9cfd3934-1810-4ec6-9837-d17e7d3fde44,94f65715-a767-4856-b05c-9bc4ba6be581,a4a2ce69-b5b2-4a0e-895b-f98f66d2b907,45.92,62.18,56.26,77.05,67.67,91.22
bffb672c-ab7d-4043-8f38-c06b5fd53233,94f65715-a767-4856-b05c-9bc4ba6be581,df063ec7-9c1d-4ba8-b879-e47bce34f672,55.5,80.61,67.94,84.03,62.12,100
b958a47b-cfe4-4b77-8dc2-fbe7820d0c28,94f65715-a767-4856-b05c-9bc4ba6be581,3519f724-7032-425e-b651-857ae47d0b19,67.35,77.44,62.54,93.07,55.22,86.29
5ceb788a-4fbb-41b6-a943-eee05d7c45b9,94f65715-a767-4856-b05c-9bc4ba6be581,2a1aab67-fbc4-45ac-b3b3-ad97898a0659,69.51,87.3,45.64,70.79,45.29,63.04
76be9f75-4406-4116-9c00-fc2b932ddc91,94f65715-a767-4856-b05c-9bc4ba6be581,b6ed927c-efe1-48b2-bbc5-5f2a2ded0590,63.24,90.69,56.4,77.97,46.05,71.56
12ad1ce1-78c3-42d4-adff-c5cad22c0a58,94f65715-a767-4856-b05c-9bc4ba6be581,487c7b55-a2a4-4ed7-aa70-eee2b9f80048,58.21,82.65,69.43,100,44.18,59.66
240cb21e-00e6-4f48-9398-47dfbe4dd063,94f65715-a767-4856-b05c-9bc4ba6be581,18fccb91-3bcb-459d-92dd-df18d1995845,61.26,73.0,52.11,81.54,41.48,58.93
e2bbb13e-43d9-41ba-beb9-cd9d91e9d10f,94f65715-a767-4856-b05c-9bc4ba6be581,3cea8557-2582-471f-bc30-0eed23a5c186,67.29,88.44,66.84,86.81,45.9,80.04
3eeedcc5-a135-439f-8a48-b8ed483e8333,94f65715-a767-4856-b05c-9bc4ba6be581,1983fb1b-01db-49cb-aa4a-790f9673362a,63.37,90.34,44.94,79.75,60.05,89.19
341fe2f7-6c23-463d-9d7b-6770507b6194,94f65715-a767-4856-b05c-9bc4ba6be581,c396605f-d780-416f-9512-2d0c2a4cb693,65.08,93.67,62.81,89.82,64.32,89.44
66a2a424-04d8-4515-848f-5baa041812af,94f65715-a767-4856-b05c-9bc4ba6be581,ef07f880-e389-4fff-a348-43d3af17f53a,41.26,70.79,47.51,66.06,52.23,86.23
85234df4-dc8d-4054-8480-2487790794c0,94f65715-a767-4856-b05c-9bc4ba6be581,e519a8f6-49ad-41ee-b8d1-bbea4a20e26e,49.25,69.54,45.44,63.8,58.15,88.74
c2dc3611-67aa-4e6d-bdc4-d7299becc8e2,94f65715-a767-4856-b05c-9bc4ba6be581,c6a7929d-4b4e-46bf-a992-bd45aed12609,52.84,67.74,49.66,61.68,49.14,71.71
5a94cf06-825a-4353-a000-82c51ce93463,94f65715-a767-4856-b05c-9bc4ba6be581,ad738286-51e1-4d63-972f-8856cfeb075e,62.68,77.25,40.79,58.5,43.26,70.9
8fabf837-2aee-48c0-91d2-c20e0ba711a5,94f65715-a767-4856-b05c-9bc4ba6be581,37d2370e-2329-45ae-9821-f55284712228,52.22,67.25,68.32,92.31,64.45,86.97
ff828ae6-7335-45a8-9d0a-1bfe61277e9e,94f65715-a767-4856-b05c-9bc4ba6be581,14cee6ff-6391-4628-b8f9-6560bd219771,50.53,77.55,65.36,82.11,59.08,85.42
66a1b810-43b3-457a-8dd2-a8130c6ae3ff,94f65715-a767-4856-b05c-9bc4ba6be581,72e81ab7-658b-4cb6-9082-7345183d8ddc,42.21,56.19,47.67,68.31,52.65,67.88
d8ec3729-0e7d-40db-9d13-90b3a51f505c,94f65715-a767-4856-b05c-9bc4ba6be581,ce1673a8-275e-4271-be17-38c55d543269,46.45,60.51,63.6,97.14,66.11,95.63
bb0411ee-7693-45e2-a863-a257c1bdcfb1,94f65715-a767-4856-b05c-9bc4ba6be581,c24cbea8-a51f-4673-9c4e-1bc1c00eb7d9,41.55,68.9,50.12,84.64,64.36,100
683403ce-cad9-4a94-b8ef-fd99b97a7401,94f65715-a767-4856-b05c-9bc4ba6be581,eec0fa0f-aaa8-4811-899e-1da8a5574501,64.02,76.36,42.81,60.42,47.71,73.64
ce2af221-5eba-4bea-82c4-5f31ee9cec36,94f65715-a767-4856-b05c-9bc4ba6be581,62e53651-001e-4f6d-aef8-4b12a0c0b89a,52.57,73.98,49.94,80.3,47.39,65.08
8f78c4e6-1850-493a-9e6b-bfff7d3dca48,94f65715-a767-4856-b05c-9bc4ba6be581,1474e754-f362-4455-a9d4-c8be52dd1759,44.84,54.95,61.94,94.1,51.16,76.16
2849f7b6-c281-4988-a85a-ed659b99606c,94f65715-a767-4856-b05c-9bc4ba6be581,0e42ef3c-343b-4793-8ed6-8a2ec29da143,68.19,86.74,59.03,77.14,55.55,88.31
dba176d7-45ec-4642-a3f4-73902d4f9228,94f65715-a767-4856-b05c-9bc4ba6be581,01b266e7-176e-45ac-be43-e05165653e03,60.91,86.13,64.93,78.34,50.29,82.3
41c87030-cf57-458a-aba3-b317adb4a30e,94f65715-a767-4856-b05c-9bc4ba6be581,abfa285b-47ae-4cc7-9e7c-062bd57f41b9,52.06,76.54,56.04,75.61,61.95,99.96
f49c060b-f9bb-4e16-b8a1-aa2a8c6ee447,94f65715-a767-4856-b05c-9bc4ba6be581,f941c62e-03de-4692-84a5-faa18601ce2a,46.89,74.15,49.52,68.94,41.02,74.05
2c8b5e20-e187-4b70-acfc-9f492690cd02,94f65715-a767-4856-b05c-9bc4ba6be581,2b1af277-32e2-4b54-80ae-b337d0f8f27c,49.38,76.16,46.17,62.16,62.05,96.49
e1bf6951-9c78-4fea-b929-c9e346bfecdb,94f65715-a767-4856-b05c-9bc4ba6be581,d1e932ac-007f-4418-b808-6ed4f2dc52cf,44.77,62.45,55.88,87.53,57.51,91.47
7e71b6e5-55ab-40e6-af11-f7f6a953142e,94f65715-a767-4856-b05c-9bc4ba6be581,ec1476c8-277d-402b-9258-36fe3b5f716e,51.05,78.47,41.47,67.51,41.88,58.86
34331c18-f983-4e5d-b545-15b303414c92,94f65715-a767-4856-b05c-9bc4ba6be581,9ffd6086-b1b3-4db5-a8df-4b1f383d0aaf,68.24,85.39,64.47,89.15,63.56,99.2
d22be2ae-9d6f-42c7-bd5a-2323282bd9e1,94f65715-a767-4856-b05c-9bc4ba6be581,fb2a7cf2-cffe-4d28-8f46-57d0b036524b,59.47,70.33,42.17,58.48,48.87,72.73
73747587-45d3-463c-9699-e8cc56fb01c0,94f65715-a767-4856-b05c-9bc4ba6be581,dce5d162-c075-4237-b96b-ac5272801904,47.45,70.14,42.47,60.74,54.87,88.45
6ee8b476-393f-4286-b6e6-5237eaafec5b,94f65715-a767-4856-b05c-9bc4ba6be581,4364f5ce-6507-4d6e-aef6-31d9ba01ffce,44.29,63.23,51.94,72.03,67.64,91.52
97a74166-b196-4cea-9905-2604b84a1fc9,94f65715-a767-4856-b05c-9bc4ba6be581,7bd1a035-7f1b-4460-89ab-597d9a173efb,53.04,79.7,64.78,90.18,63.98,80.13
18c1aba1-9ef4-4225-91c8-558a1a7bab2f,94f65715-a767-4856-b05c-9bc4ba6be581,83cce4cc-20c3-46ed-ace0-203da0732af8,66.52,95.52,49.05,82.38,57.91,91.69
fd9779ca-9e3b-44d4-8a28-5b5d51edcc77,94f65715-a767-4856-b05c-9bc4ba6be581,8cd97baf-5004-402a-b2b1-8ad3d5f2bd9b,50.54,61.57,67.93,100,54.13,81.5
950a5f64-6922-4aae-ad7b-f09018a4f6dc,94f65715-a767-4856-b05c-9bc4ba6be581,f3f89ecb-14c0-4ec5-a420-b96dd0ce7263,65.98,87.11,57.29,83.57,63.98,96.93
b2a8dfbc-79a4-4686-b81f-d84d08d193a4,94f65715-a767-4856-b05c-9bc4ba6be581,c915e551-8700-47c5-9def-2f98d1f66412,43.2,72.42,48.51,67.04,64.82,97.04
e170946e-7873-4234-9663-f529c57fc141,94f65715-a767-4856-b05c-9bc4ba6be581,c242914c-8100-4c0b-a156-75bc89de842e,65.53,84.66,48.78,83.29,44.37,79.15
bd27f9b0-cb15-4e98-b085-4818638142de,94f65715-a767-4856-b05c-9bc4ba6be581,0a2d86d9-6f94-430d-a77e-b6b0b3df3c5d,65.51,88.99,67.12,100,48.9,88.24
667208a6-63bc-4ac5-9e04-cedcf2f4a012,94f65715-a767-4856-b05c-9bc4ba6be581,9f749234-c9c9-4395-bf09-34f498cf9b8a,42.43,56.94,48.38,69.98,62.28,87.14
1d33c357-a3ea-4301-ac5f-a68425349032,94f65715-a767-4856-b05c-9bc4ba6be581,a55859b4-fc43-4466-a317-4cec330a2495,58.84,76.58,45.23,79.27,56.74,74.01
98c0943c-d78f-41ba-9ffe-2ba0c857158a,94f65715-a767-4856-b05c-9bc4ba6be581,4c770c4a-af86-478e-9520-53aebd30ff35,66.65,84.41,40.97,69.61,42.76,70.04
2e784acb-c269-4a83-abe5-b57c6afcfd70,94f65715-a767-4856-b05c-9bc4ba6be581,5e9581f6-1ae1-423b-a90f-7aeab4b69b7d,41.97,59.95,65.45,98.71,45.48,68.38
fc544ddb-61b9-41a6-9440-277632450e88,94f65715-a767-4856-b05c-9bc4ba6be581,c75f4384-ca64-4839-99a0-cf25c6e4e5c6,52.48,82.04,59.5,80.28,64.45,89.36
8a304f4c-5cbb-40bb-aa3f-3d8330f41121,94f65715-a767-4856-b05c-9bc4ba6be581,3b81a71d-3c13-4af7-aab1-327a44c79124,53.95,65.0,52.29,64.69,48.6,82.94
1bad7498-57f0-48df-b0f5-7f48e7a0e576,94f65715-a767-4856-b05c-9bc4ba6be581,3acaca33-4477-4ba6-9fe3-1769688abebd,61.38,77.78,65.03,75.8,45.1,62.8
a29a358e-a8f3-4e38-bb86-7f60ec2937b8,94f65715-a767-4856-b05c-9bc4ba6be581,2b8cd453-351f-445a-bd1c-bbc849e1de2b,48.0,64.13,53.94,78.96,42.9,58.77
1606c195-2f28-4e41-8f63-b6744c43d20b,94f65715-a767-4856-b05c-9bc4ba6be581,5082f278-cd90-4403-93aa-7b4d558800be,51.41,70.77,65.52,94.13,62.17,87.91
b9976c96-51a8-4f3c-87e2-239deb67b357,94f65715-a767-4856-b05c-9bc4ba6be581,8033ef44-d9d2-42e0-906c-69b9e0ed2573,66.64,94.91,61.1,75.87,61.29,90.86
4ab11a03-20b7-42d8-bcd3-4bc866fadf7a,94f65715-a767-4856-b05c-9bc4ba6be581,3638c02a-e418-4ee9-bc62-2682465d7329,46.0,56.91,67.01,91.94,53.18,73.68
dbb6e4c9-3c4b-4c7a-9d0d-21e14bc8ec23,94f65715-a767-4856-b05c-9bc4ba6be581,f8a13c0e-3d95-4eb7-8d0c-ab0f0536bdd0,66.81,94.54,44.5,74.4,48.88,75.88
cbd413ba-e859-4fd5-8a92-55213d1a6964,94f65715-a767-4856-b05c-9bc4ba6be581,0bd28c6b-5a2e-4fbe-8af6-02200e977486,60.59,72.5,56.11,66.32,69.26,100
3c9c2acf-fbda-4ce9-a780-6c32c5c5cabb,94f65715-a767-4856-b05c-9bc4ba6be581,3428d0a1-7d7b-4993-ab54-067ff10ddd56,53.12,70.92,66.45,90.41,68.75,100
be2d0231-76b2-48a4-bef1-cb3bc5f1104f,94f65715-a767-4856-b05c-9bc4ba6be581,ac372c05-34d2-4f62-8770-1d6e05ce8e7e,69.7,90.19,52.59,83.42,43.15,59.57
fe31111c-6907-41a8-b453-8e02885dc6ad,94f65715-a767-4856-b05c-9bc4ba6be581,77abc288-17ab-4697-b50c-20c6a48436f9,64.99,75.24,42.43,69.74,43.5,62.52
abb7a681-dee3-4392-bd3e-022b1dadc1cc,94f65715-a767-4856-b05c-9bc4ba6be581,ef0da807-8cca-46d9-a4ab-e654a8c6314f,63.27,92.45,46.57,79.15,54.26,69.41
69ea24b9-1cfd-40f5-b0f9-b117dca59253,94f65715-a767-4856-b05c-9bc4ba6be581,231eb1fe-69a6-4f25-a16a-1305c3ea3784,48.86,60.15,46.16,76.68,41.08,72.58
5bfb5b82-0a85-4518-8953-7aff7c5df3eb,94f65715-a767-4856-b05c-9bc4ba6be581,f165cc62-7aaf-460b-b0ba-bd8f6a61689c,69.68,88.84,57.71,83.22,47.57,86.4
6bfef8ca-bde2-45fc-b5ab-319adf1d2bc8,94f65715-a767-4856-b05c-9bc4ba6be581,63906ebf-6e0c-40bc-84ac-3a6f8666e618,57.75,79.74,66.21,84.08,52.43,83.07
dac9ad80-90b4-482e-8bac-7347f596b6a9,94f65715-a767-4856-b05c-9bc4ba6be581,eb697f4a-4a7f-4dc4-b1d9-c20bda8659c1,61.54,89.12,60.61,72.46,51.26,74.33
b29145b5-c218-431e-a963-5e9ebd8b8cbd,94f65715-a767-4856-b05c-9bc4ba6be581,ef3ee459-2a0f-47e1-a4df-551cddf45623,57.08,67.26,59.24,91.34,69.87,100
d8c3529b-f2d8-45c3-80fc-2a68fba5c8ce,94f65715-a767-4856-b05c-9bc4ba6be581,8f5e5e11-1e4b-49f8-b5ac-e2109167ef3a,69.58,80.46,40.14,62.36,52.5,68.89
143606b8-702f-4ff9-87eb-b529d70b83a4,94f65715-a767-4856-b05c-9bc4ba6be581,2c064433-5a49-4cd3-b397-a3d4554142c2,42.0,61.07,63.05,90.37,68.41,94.19
047cf693-23e4-40e3-a45d-bb8dfb6b8b3b,94f65715-a767-4856-b05c-9bc4ba6be581,4ad4e4df-33ac-4b97-b382-40939429756f,46.86,59.57,67.94,97.35,64.76,100
7b74911a-fd87-4c0d-8e3d-cb46970b498f,94f65715-a767-4856-b05c-9bc4ba6be581,8fb9f443-e918-45d8-8011-5dcaddb4ac98,43.85,54.67,47.82,62.28,65.92,97.74
61f02364-8434-44c9-bfa8-c5017f0b44b3,94f65715-a767-4856-b05c-9bc4ba6be581,24162565-1f0b-4af6-b0f2-9049d06ffa48,60.83,81.13,40.7,68.17,66.36,92.84
92f8aee5-d950-42c5-9338-a65c4553d4cf,94f65715-a767-4856-b05c-9bc4ba6be581,fb65f1d7-6f83-43e8-a81e-8f2695fc97a0,51.67,80.54,67.73,82.95,47.36,82.94
266dc3ba-6c28-461d-be96-bdc82438f6ba,94f65715-a767-4856-b05c-9bc4ba6be581,ae8b1a8f-46d3-43e3-8844-ab2a92b8999e,59.7,74.89,54.41,64.52,47.09,76.72
7feac2f2-5492-4e05-ad97-a24092013370,94f65715-a767-4856-b05c-9bc4ba6be581,2f69afcf-6279-49ea-83e6-17e7bb0ce880,56.77,78.66,46.62,78.12,68.87,97.37
3148559b-71df-4821-849a-40c68a52b45c,94f65715-a767-4856-b05c-9bc4ba6be581,c9e67d6b-4426-4e49-9f8b-098039e73a18,56.73,70.3,44.49,79.13,54.18,75.37
955d2c14-9aaa-4d9d-8bd3-5e838b2d0be9,94f65715-a767-4856-b05c-9bc4ba6be581,6ca49ddc-0ffe-44a0-bdca-6ad583d81183,40.09,68.19,63.91,80.77,48.2,81.05
7d305c1c-c076-4e6e-8ff1-f3579a38b8d1,94f65715-a767-4856-b05c-9bc4ba6be581,ac52c547-6ed8-40d8-bd58-c4bf4d6bf0d5,64.97,89.87,61.3,93.62,45.18,81.71
01c9290b-8f2f-47a2-bfac-75e679dc9cf3,94f65715-a767-4856-b05c-9bc4ba6be581,702dbf9e-682f-461a-bd2b-40cfe9387d04,55.29,81.14,69.06,88.62,48.29,72.17
b41b0d46-3064-482e-8078-193a1d3dbb2d,94f65715-a767-4856-b05c-9bc4ba6be581,13112259-9636-44fb-acc4-fd78c934442c,47.84,74.98,40.45,57.31,42.02,69.61
16524e47-aa67-4723-8ae5-0d8e2c2b04b2,94f65715-a767-4856-b05c-9bc4ba6be581,8730307a-f13d-46c3-a577-941201238cc1,48.25,64.47,61.76,80.58,61.25,86.68
13b64ac5-f985-4c48-a66b-48dd27203222,94f65715-a767-4856-b05c-9bc4ba6be581,8352f935-cb45-4498-8dec-5bb6884ea794,63.34,82.24,62.87,80.0,63.12,99.64
33079db1-c2af-4063-9221-a9b51b033964,94f65715-a767-4856-b05c-9bc4ba6be581,9f14b4cb-588f-454b-8888-14dcc3cde18c,63.11,89.44,41.15,56.52,42.35,66.64
027f0480-1ea6-4045-92af-843cd956d987,94f65715-a767-4856-b05c-9bc4ba6be581,6ad28eb9-e3e3-4267-a2ca-9f2712d11e1b,69.94,91.67,42.75,53.59,53.4,82.89
958469af-878d-4394-8553-a8fb06404eba,94f65715-a767-4856-b05c-9bc4ba6be581,af5c5bee-5823-43ac-b462-130a897a4f1b,43.07,61.16,62.36,75.58,53.23,69.7
63277bf5-845f-41e2-b303-ce96066bd889,94f65715-a767-4856-b05c-9bc4ba6be581,ba0ae3ad-bd80-4c4d-9fc3-d72516d7691a,59.11,87.68,57.56,76.94,40.55,57.74
e94c24ed-68c6-40bf-88ec-9902075ccf08,94f65715-a767-4856-b05c-9bc4ba6be581,e5faa553-0d4b-4fa4-9e1b-1afc86e64cf8,64.99,76.94,46.94,78.74,47.49,79.65
26f36b72-ccef-4859-a9bc-2f4bf388b4b3,94f65715-a767-4856-b05c-9bc4ba6be581,088829df-61eb-4b47-92ed-ac2121fd09df,53.31,66.9,41.06,52.53,56.67,84.63
3de00c3b-a216-4cb7-b22b-70d59c0a88cb,94f65715-a767-4856-b05c-9bc4ba6be581,5ea99139-8f15-4427-ad2e-78cea8953468,65.79,84.98,58.88,77.49,46.31,82.59
b5b828b1-bfb7-491e-ab68-bcc35c6b6bb3,94f65715-a767-4856-b05c-9bc4ba6be581,41b2bfd1-95bd-494e-badc-79654257c336,55.58,67.91,48.99,73.22,44.75,70.26
