training_id,title,theme,org_id,state_id,district_id,start_date,end_date,lat,lon,capacity,status
99b78c66-e033-435b-ba29-f0d6c58db245,Pune Medical First Aid Workshop,Medical First Aid,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,5,19,2024-11-02,2024-11-04,18.566642,73.893091,118,COMPLETED
161996ba-6e2f-46a5-801f-b9a7e7a89648,Dharamshala Flood Preparedness Workshop,Flood Preparedness,d4a716a8-980d-427a-a459-cdc98c0de4fc,6,24,2024-01-12,2024-01-16,32.184049,76.292274,56,COMPLETED
b2c6bfcb-241b-4d45-99bf-c2ef7c5e0320,Kozhikode Community Response Workshop,Community Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,4,16,2024-11-23,2024-11-25,11.283809,75.79895,136,COMPLETED
39694e73-00cb-468f-b883-cd236adf9e68,Guwahati Medical First Aid Workshop,Medical First Aid,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,2,6,2024-03-09,2024-03-11,26.172934,91.687032,130,COMPLETED
3f65e09e-2a07-464c-8e9e-70ed5824845b,Manali Community Response Workshop,Community Response,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,6,23,2024-02-12,2024-02-16,32.228484,77.178079,121,COMPLETED
c2a00ca1-c6c3-4f6a-8927-01007b9c4b99,Pune Medical First Aid Workshop,Medical First Aid,d4a716a8-980d-427a-a459-cdc98c0de4fc,5,19,2024-10-27,2024-10-31,18.526109,73.886981,35,COMPLETED
abae2d84-cca9-4f95-92e0-1dc32a264cc2,Silchar Community Response Workshop,Community Response,a39afcd1-736c-422d-a44f-512c6738a20a,2,7,2024-10-29,2024-11-02,24.814514,92.762507,26,COMPLETED
9a3caeae-739d-4b7e-820a-02cd987a3574,Dharamshala Flood Preparedness Workshop,Flood Preparedness,8d0db76c-0930-4117-ae69-724eb1a180b9,6,24,2024-09-22,2024-09-24,32.174475,76.349688,47,COMPLETED
a3c5b763-f542-4807-b498-38fb2cbd17b6,Guwahati Search & Rescue Workshop,Search & Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,2,6,2024-01-03,2024-01-04,26.185657,91.709533,146,COMPLETED
afaa374f-a86d-47ec-b073-bfecb00977d1,Patiala Flood Preparedness Workshop,Flood Preparedness,10efda5e-4160-4111-a294-09c6c841609f,1,2,2024-06-30,2024-07-02,30.32328,76.4298,94,COMPLETED
81e0b5a4-36a9-4a5c-b6fc-04a851be0fe9,Manali Landslide Rescue Workshop,Landslide Rescue,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,6,23,2024-11-23,2024-11-27,32.193894,77.14471,81,COMPLETED
5324a01f-525a-4c8c-9dcb-d766d0cd02d4,Nagpur Earthquake Response Workshop,Earthquake Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,5,20,2024-10-07,2024-10-08,21.165833,79.066203,113,COMPLETED
abd0daab-85a1-4020-8506-80bede6607e3,Ludhiana Flood Preparedness Workshop,Flood Preparedness,10efda5e-4160-4111-a294-09c6c841609f,1,1,2024-03-28,2024-03-31,30.897315,75.816322,115,COMPLETED
185a14d6-5e34-480e-85cc-e061b7ac1c1e,Pune Fire Safety Workshop,Fire Safety,a39afcd1-736c-422d-a44f-512c6738a20a,5,19,2024-05-02,2024-05-03,18.477976,73.829121,44,COMPLETED
846c77ee-ebe5-46aa-b841-10202e313c34,Pune Landslide Rescue Workshop,Landslide Rescue,10efda5e-4160-4111-a294-09c6c841609f,5,19,2024-06-01,2024-06-02,18.518449,73.849413,118,COMPLETED
aa51cd48-077a-41a1-8376-962784db5e4a,Kozhikode Cyclone Evacuation Workshop,Cyclone Evacuation,10efda5e-4160-4111-a294-09c6c841609f,4,16,2024-03-20,2024-03-24,11.210477,75.78138,93,COMPLETED
e848d7be-6562-42ca-88b7-261232c03e07,Pune Medical First Aid Workshop,Medical First Aid,8733ecb2-4640-463f-8656-a3f88f619d8c,5,19,2024-11-23,2024-11-26,18.478406,73.809573,39,COMPLETED
8fdd835e-9f06-4f42-9811-2b4bb7c995e7,Bhubaneswar Fire Safety Workshop,Fire Safety,10efda5e-4160-4111-a294-09c6c841609f,3,10,2024-01-17,2024-01-19,20.310249,85.841049,75,COMPLETED
1eaaeb44-8a04-4024-acea-491c2e2a02f7,Kochi Search & Rescue Workshop,Search & Rescue,8d0db76c-0930-4117-ae69-724eb1a180b9,4,15,2024-02-29,2024-03-02,9.902703,76.267637,28,COMPLETED
87e5e388-c127-4205-a801-09657040f6d6,Jalandhar Flood Preparedness Workshop,Flood Preparedness,8d0db76c-0930-4117-ae69-724eb1a180b9,1,5,2024-08-11,2024-08-13,31.364372,75.586519,96,COMPLETED
74fcf43f-9c2a-4782-881e-6488525c6eea,Amritsar Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,1,3,2024-04-08,2024-04-11,31.592258,74.882251,67,COMPLETED
e745bf31-909e-435d-b182-8dce9bd59480,Dibrugarh Cyclone Evacuation Workshop,Cyclone Evacuation,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,2,8,2024-03-09,2024-03-10,27.502121,94.933402,24,COMPLETED
47ecacb9-16cf-46fe-9f6f-541d803a5952,Dharamshala Community Response Workshop,Community Response,10efda5e-4160-4111-a294-09c6c841609f,6,24,2024-09-05,2024-09-09,32.169978,76.338225,35,COMPLETED
7d6965d8-ca95-412d-9b6d-2af9d3ee4714,Mandi Landslide Rescue Workshop,Landslide Rescue,8733ecb2-4640-463f-8656-a3f88f619d8c,6,25,2024-02-15,2024-02-16,31.574019,76.942659,81,COMPLETED
a79da704-d06b-43d0-8d33-aab4050d61b6,Patiala Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,1,2,2024-09-25,2024-09-26,30.313197,76.433889,129,COMPLETED
2566d9f5-1b21-428d-be30-d46b94ca88d4,Wayanad Cyclone Evacuation Workshop,Cyclone Evacuation,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,4,17,2024-07-11,2024-07-15,11.655004,76.147591,37,COMPLETED
5e06f144-094e-491a-870a-573ace6de73a,Guwahati Flood Preparedness Workshop,Flood Preparedness,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,2,6,2024-04-04,2024-04-06,26.152275,91.767611,48,COMPLETED
fbff968a-984a-4af7-841b-1467770129bb,Kochi Flood Preparedness Workshop,Flood Preparedness,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,4,15,2024-11-26,2024-11-29,9.940805,76.24649,71,COMPLETED
971dee51-3c03-445f-879d-dd1b8bfddfd7,Nashik Landslide Rescue Workshop,Landslide Rescue,8d0db76c-0930-4117-ae69-724eb1a180b9,5,21,2024-03-31,2024-04-04,19.98658,73.766047,40,COMPLETED
f0d2c2e3-8427-4dbb-ac29-289131190834,Kochi Search & Rescue Workshop,Search & Rescue,d4a716a8-980d-427a-a459-cdc98c0de4fc,4,15,2024-10-09,2024-10-14,9.966212,76.295953,56,COMPLETED
c4d2d5a9-11a8-4fcb-8f0a-fd80121c4e74,Bhubaneswar Cyclone Evacuation Workshop,Cyclone Evacuation,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,3,10,2024-11-10,2024-11-11,20.301914,85.800495,28,COMPLETED
49194492-1e9e-409b-a5de-ae740ebaeaac,Kochi Cyclone Evacuation Workshop,Cyclone Evacuation,a39afcd1-736c-422d-a44f-512c6738a20a,4,15,2024-07-05,2024-07-06,9.885757,76.313484,51,COMPLETED
af3a1560-18e3-4c9b-afa3-43af63c56f6c,Balasore Search & Rescue Workshop,Search & Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,3,13,2024-11-16,2024-11-20,21.48334,86.976481,111,COMPLETED
51ecd8da-4904-4521-98b7-1f30597b73fe,Mohali Landslide Rescue Workshop,Landslide Rescue,8733ecb2-4640-463f-8656-a3f88f619d8c,1,4,2024-07-14,2024-07-19,30.673355,76.753073,62,COMPLETED
a942ffb3-3b97-4832-bae3-1544f157db06,Puri Flood Preparedness Workshop,Flood Preparedness,8d0db76c-0930-4117-ae69-724eb1a180b9,3,12,2024-10-30,2024-11-03,19.83495,85.843722,98,COMPLETED
bac96642-1a76-418e-b04e-c3a0c417b844,Bhubaneswar Landslide Rescue Workshop,Landslide Rescue,8d0db76c-0930-4117-ae69-724eb1a180b9,3,10,2024-04-07,2024-04-08,20.301663,85.818152,44,COMPLETED
340a077e-da4f-45fa-bae4-2a3aedbedf2f,Mumbai Fire Safety Workshop,Fire Safety,a39afcd1-736c-422d-a44f-512c6738a20a,5,18,2024-05-08,2024-05-11,19.119048,72.860583,118,COMPLETED
694913ea-8432-44a2-8237-1277a73ef741,Mohali Cyclone Evacuation Workshop,Cyclone Evacuation,8d0db76c-0930-4117-ae69-724eb1a180b9,1,4,2024-09-07,2024-09-08,30.673325,76.680721,52,COMPLETED
7e1aece8-405c-4873-9422-071e76a8811c,Mohali Medical First Aid Workshop,Medical First Aid,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,4,2024-12-04,2024-12-08,30.718941,76.749435,102,COMPLETED
234669d9-2678-4a98-aab5-c35d07257f38,Kochi Medical First Aid Workshop,Medical First Aid,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,4,15,2024-08-17,2024-08-20,9.978853,76.229319,124,COMPLETED
af66478f-61d0-4564-bf30-dc1cb8d93134,Nashik Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,5,21,2024-05-03,2024-05-08,20.028906,73.775426,109,COMPLETED
b1aa6cd7-8da0-4bc0-8e4e-bf49b1e5d216,Mandi Fire Safety Workshop,Fire Safety,d4a716a8-980d-427a-a459-cdc98c0de4fc,6,25,2024-04-20,2024-04-22,31.593422,76.965928,120,COMPLETED
0059c17a-c17b-4987-b568-fb3f55d862b0,Dibrugarh Flood Preparedness Workshop,Flood Preparedness,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,2,8,2024-11-16,2024-11-17,27.440919,94.94932,64,COMPLETED
7a32dcef-74f2-4e45-907f-9d9c7246f9e7,Manali Search & Rescue Workshop,Search & Rescue,10efda5e-4160-4111-a294-09c6c841609f,6,23,2024-06-11,2024-06-16,32.242086,77.221595,34,COMPLETED
d0aab790-06f7-4ffa-ae1f-0b2d1c5d1113,Patiala Earthquake Response Workshop,Earthquake Response,10efda5e-4160-4111-a294-09c6c841609f,1,2,2024-06-09,2024-06-12,30.357206,76.40081,129,COMPLETED
ffcb8954-8952-4d79-a544-1e769e5623d2,Amritsar Earthquake Response Workshop,Earthquake Response,8d0db76c-0930-4117-ae69-724eb1a180b9,1,3,2024-07-25,2024-07-28,31.624967,74.879616,58,COMPLETED
6e3943db-0675-4ae3-b00b-64c83e9b7ae4,Patiala Medical First Aid Workshop,Medical First Aid,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,2,2024-10-10,2024-10-12,30.38263,76.431511,149,COMPLETED
cc89ab72-6164-49e2-9074-75e6720b8b89,Wayanad Fire Safety Workshop,Fire Safety,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,4,17,2024-08-13,2024-08-15,11.686857,76.139643,73,COMPLETED
7a22ef80-5aa4-49db-8dcf-fadb43abc582,Kochi Earthquake Response Workshop,Earthquake Response,8733ecb2-4640-463f-8656-a3f88f619d8c,4,15,2024-02-01,2024-02-03,9.94096,76.259657,42,COMPLETED
4ddc0c03-19c7-4698-a9ed-3042c9a220fc,Dharamshala Earthquake Response Workshop,Earthquake Response,d4a716a8-980d-427a-a459-cdc98c0de4fc,6,24,2024-06-14,2024-06-15,32.245915,76.274916,130,COMPLETED
064ced38-a4a3-4296-9497-51f1ec84762e,Thiruvananthapuram Cyclone Evacuation Workshop,Cyclone Evacuation,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,4,14,2024-07-06,2024-07-07,8.529264,76.974795,21,COMPLETED
8a6e7902-7ab9-4894-875d-3dc86bf0b67c,Ludhiana Medical First Aid Workshop,Medical First Aid,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,1,2024-05-16,2024-05-19,30.885035,75.899239,105,COMPLETED
2f2ed964-e074-44cd-8cf2-f5e76cd35bf9,Dibrugarh Search & Rescue Workshop,Search & Rescue,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,2,8,2024-07-11,2024-07-13,27.487288,94.868854,86,COMPLETED
746bc9c2-488a-41ea-ad24-ea3845e118e8,Amritsar Community Response Workshop,Community Response,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,1,3,2024-04-27,2024-04-30,31.667579,74.869555,73,COMPLETED
b79d3c80-c383-4096-81b8-f9b03b33bff0,Thiruvananthapuram Cyclone Evacuation Workshop,Cyclone Evacuation,10efda5e-4160-4111-a294-09c6c841609f,4,14,2024-07-07,2024-07-09,8.532944,76.980779,44,COMPLETED
29e09cbc-edb7-46db-80b5-3307e432be26,Jorhat Search & Rescue Workshop,Search & Rescue,8733ecb2-4640-463f-8656-a3f88f619d8c,2,9,2024-06-30,2024-07-02,26.722806,94.253471,33,COMPLETED
0a7dd86b-1571-4111-a0e3-f386ef5229fe,Ludhiana Search & Rescue Workshop,Search & Rescue,d4a716a8-980d-427a-a459-cdc98c0de4fc,1,1,2024-08-31,2024-09-04,30.942266,75.851992,143,COMPLETED
9de4aa4d-98aa-4b87-9320-c4d943a11088,Patiala Fire Safety Workshop,Fire Safety,a95531b8-5c4f-49cb-90d9-da081ad1c8c5,1,2,2024-06-13,2024-06-17,30.356556,76.344571,150,COMPLETED
e631d273-74e0-4b4e-a563-b55b4efa7f8d,Silchar Fire Safety Workshop,Fire Safety,a39afcd1-736c-422d-a44f-512c6738a20a,2,7,2024-06-11,2024-06-14,24.849926,92.734057,23,COMPLETED
53926782-2321-409e-b70b-c13a984b3915,Nashik Medical First Aid Workshop,Medical First Aid,10efda5e-4160-4111-a294-09c6c841609f,5,21,2024-08-18,2024-08-20,19.9606,73.817723,68,COMPLETED
a385420d-1c81-4bd6-ae6e-57c10e840c2a,Patiala Flood Preparedness Workshop,Flood Preparedness,8d0db76c-0930-4117-ae69-724eb1a180b9,1,2,2024-08-11,2024-08-14,30.328842,76.430241,125,COMPLETED
1b272aae-6f71-4a22-898f-dac31a056525,Patiala Flood Preparedness Workshop,Flood Preparedness,d4a716a8-980d-427a-a459-cdc98c0de4fc,1,2,2024-04-26,2024-04-28,30.384536,76.41763,133,COMPLETED
65fad4ef-a4a2-4eeb-a383-bbc491f5eb57,Amritsar Earthquake Response Workshop,Earthquake Response,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,1,3,2024-02-28,2024-03-03,31.597119,74.836306,144,COMPLETED
942aaf7d-32fa-4203-af12-a39714a20f16,Kochi Earthquake Response Workshop,Earthquake Response,8733ecb2-4640-463f-8656-a3f88f619d8c,4,15,2024-04-07,2024-04-10,9.938019,76.221979,111,COMPLETED
ae9832d2-3aca-4b50-b302-a17deb2047d3,Nashik Earthquake Response Workshop,Earthquake Response,8733ecb2-4640-463f-8656-a3f88f619d8c,5,21,2024-04-20,2024-04-24,19.972047,73.744907,25,COMPLETED
563263fa-d7cc-4e3b-8139-c9cf3ad91200,Shimla Cyclone Evacuation Workshop,Cyclone Evacuation,10efda5e-4160-4111-a294-09c6c841609f,6,22,2024-09-06,2024-09-10,31.1367,77.208542,144,COMPLETED
ce3e74bb-c0d7-4407-8a14-6d3838d62269,Silchar Flood Preparedness Workshop,Flood Preparedness,8d0db76c-0930-4117-ae69-724eb1a180b9,2,7,2024-09-25,2024-09-27,24.819869,92.824213,95,COMPLETED
f0ea93f1-8b27-4b27-80f7-b6db9caa10dc,Bhubaneswar Medical First Aid Workshop,Medical First Aid,8733ecb2-4640-463f-8656-a3f88f619d8c,3,10,2024-10-31,2024-11-04,20.318251,85.789419,48,COMPLETED
bf82f506-0d48-44a3-9c24-e3a73b8e88f6,Balasore Community Response Workshop,Community Response,d4a716a8-980d-427a-a459-cdc98c0de4fc,3,13,2024-12-22,2024-12-27,21.455993,86.921542,37,COMPLETED
daa96872-b87d-40bb-85e0-6ac6bb796ed1,Bhubaneswar Medical First Aid Workshop,Medical First Aid,8d0db76c-0930-4117-ae69-724eb1a180b9,3,10,2024-12-24,2024-12-25,20.255467,85.819358,93,COMPLETED
f660fa91-4e75-4ceb-ac5b-f212e4e70fc5,Amritsar Fire Safety Workshop,Fire Safety,8733ecb2-4640-463f-8656-a3f88f619d8c,1,3,2024-05-18,2024-05-21,31.645876,74.892532,69,COMPLETED
87da110e-cd5f-406a-a1d8-ed84c396a4ba,Mandi Cyclone Evacuation Workshop,Cyclone Evacuation,a39afcd1-736c-422d-a44f-512c6738a20a,6,25,2024-11-22,2024-11-26,31.623971,76.909505,24,COMPLETED
17a7bd61-0e20-4987-bf99-e0b3c71f746a,Patiala Flood Preparedness Workshop,Flood Preparedness,8733ecb2-4640-463f-8656-a3f88f619d8c,1,2,2024-10-17,2024-10-20,30.355752,76.409992,124,COMPLETED
08df6b8b-7536-432b-ad89-a5410148bb9e,Cuttack Fire Safety Workshop,Fire Safety,9c4a5b04-aef9-47cb-8de2-95d65e4477fd,3,11,2024-01-07,2024-01-10,20.504399,85.884935,40,COMPLETED
589e044d-5cf9-4b69-bd1e-03bb6043c373,Cuttack Community Response Workshop,Community Response,8d0db76c-0930-4117-ae69-724eb1a180b9,3,11,2024-04-06,2024-04-11,20.451232,85.888001,87,COMPLETED
57e7e4ad-176a-4b49-b62a-f1f36279b3d7,Pune Fire Safety Workshop,Fire Safety,8d0db76c-0930-4117-ae69-724eb1a180b9,5,19,2024-07-02,2024-07-04,18.530269,73.888946,50,COMPLETED
2c9af4ed-0e9d-4657-9e9a-5d6778b0bc2c,Bhubaneswar Flood Preparedness Workshop,Flood Preparedness,10efda5e-4160-4111-a294-09c6c841609f,3,10,2024-03-02,2024-03-05,20.320201,85.784203,84,COMPLETED
c2169e3b-c8ee-41bc-8959-641742e98188,Amritsar Earthquake Response Workshop,Earthquake Response,a39afcd1-736c-422d-a44f-512c6738a20a,1,3,2024-03-11,2024-03-15,31.65572,74.914749,141,COMPLETED
d038e8c0-0e5e-438d-b5d9-802b4dcbaf6c,Nagpur Fire Safety Workshop,Fire Safety,a39afcd1-736c-422d-a44f-512c6738a20a,5,20,2024-07-12,2024-07-17,21.100906,79.058706,41,COMPLETED
1139cf38-ee2f-4640-bd61-e7ae8612b170,Guwahati Cyclone Evacuation Workshop,Cyclone Evacuation,a39afcd1-736c-422d-a44f-512c6738a20a,2,6,2024-01-20,2024-01-22,26.166799,91.756261,67,COMPLETED
0a38c00f-1325-4cbe-b39d-ee28c803155a,Mumbai Cyclone Evacuation Workshop,Cyclone Evacuation,10efda5e-4160-4111-a294-09c6c841609f,5,18,2024-06-17,2024-06-20,19.074766,72.873864,85,COMPLETED
c2692f87-be7d-4285-8a9b-3eb421472a94,Jorhat Medical First Aid Workshop,Medical First Aid,10efda5e-4160-4111-a294-09c6c841609f,2,9,2024-01-24,2024-01-26,26.711137,94.190685,67,COMPLETED
59fee2b8-b17e-44d6-b431-84b4e45f4f77,Dibrugarh Earthquake Response Workshop,Earthquake Response,a39afcd1-736c-422d-a44f-512c6738a20a,2,8,2024-02-13,2024-02-16,27.454186,94.912151,97,COMPLETED
52822bbf-551f-45e7-9c63-b35efa0db4df,Nagpur Landslide Rescue Workshop,Landslide Rescue,a39afcd1-736c-422d-a44f-512c6738a20a,5,20,2024-05-20,2024-05-22,21.159382,79.109202,134,COMPLETED
26a28e7e-f6de-4b60-be1e-a7f448c31036,Nashik Fire Safety Workshop,Fire Safety,8d0db76c-0930-4117-ae69-724eb1a180b9,5,21,2024-10-28,2024-11-01,20.014155,73.837926,139,COMPLETED
21a92b7b-c4c2-48de-a440-496b85bb8d1d,Shimla Fire Safety Workshop,Fire Safety,d4a716a8-980d-427a-a459-cdc98c0de4fc,6,22,2024-01-29,2024-02-02,31.116526,77.15661,57,COMPLETED
641e6850-d065-4c43-8698-63489d5fae8c,Nashik Community Response Workshop,Community Response,a39afcd1-736c-422d-a44f-512c6738a20a,5,21,2024-11-17,2024-11-22,20.018928,73.743598,124,COMPLETED
b95608f5-5ae0-4233-9b36-eab661e3733f,Dibrugarh Community Response Workshop,Community Response,10efda5e-4160-4111-a294-09c6c841609f,2,8,2024-01-10,2024-01-13,27.463026,94.868218,137,COMPLETED
b8bedea4-a3ba-4fe5-a9fb-93e990f8ca68,Wayanad Flood Preparedness Workshop,Flood Preparedness,8733ecb2-4640-463f-8656-a3f88f619d8c,4,17,2024-03-15,2024-03-17,11.682237,76.158488,139,COMPLETED
