attendance_id,training_id,participant_id,status
a7989cb4-4af1-4e6b-a63e-ac1db2782087,de19a7b1-2638-4add-a39b-9224c3e48ea8,72550978-beaa-4cd7-9ed3-ef72c401cedd,PRESENT
e3882465-e163-4c98-99b5-6e8084197542,de19a7b1-2638-4add-a39b-9224c3e48ea8,d97f789f-339a-4ff5-9ba4-a72f30c62a0d,PRESENT
26bd9c41-6009-44c8-b750-655dd5bfe2c2,de19a7b1-2638-4add-a39b-9224c3e48ea8,e0f27f51-f19e-4386-8ebd-617a26335a22,PRESENT
29ed3fa1-7821-4f3f-9eef-c0022ec54257,de19a7b1-2638-4add-a39b-9224c3e48ea8,90bf4661-2dfe-4600-b4eb-705453c8cb38,PRESENT
d6a8c44b-bb8b-4a5b-8e2d-1f64ab232e6c,de19a7b1-2638-4add-a39b-9224c3e48ea8,4449b36e-2559-442e-b078-c7a99438a96b,PRESENT
2fbba966-439d-4012-8eba-a18b6c901f99,de19a7b1-2638-4add-a39b-9224c3e48ea8,91876a45-14cb-45cc-89f8-0a0f417c2763,PRESENT
af528d2c-aadd-41fd-bed6-a2e79498f769,de19a7b1-2638-4add-a39b-9224c3e48ea8,1e4e601e-7358-4f84-a50a-9a111840e4a1,PRESENT
a62ad83b-5c9a-4839-bbd4-521c3e60f0fc,de19a7b1-2638-4add-a39b-9224c3e48ea8,909ddeec-cb0a-4a60-a223-c46c72f9e038,PRESENT
ee808851-2c41-4dd9-8e26-67dab8b3ed0c,de19a7b1-2638-4add-a39b-9224c3e48ea8,67e44131-9e12-44fd-9f23-a299513a32a3,PRESENT
d83a2b68-cd07-485f-8341-e370afb2dd05,94f65715-a767-4856-b05c-9bc4ba6be581,a5b63985-6859-43b7-8af7-0e8339f77a3a,PRESENT
6378a309-77da-4411-96a0-630e260fbd7f,94f65715-a767-4856-b05c-9bc4ba6be581,51c1e783-d998-42c3-9c79-073ae2b0c11e,PRESENT
22cbf414-82d7-4b89-955d-bd34fd197802,94f65715-a767-4856-b05c-9bc4ba6be581,39ad91f0-29fe-4643-b27f-4640a93485cc,PRESENT
6485ac96-945e-4fc5-a02c-eec11b535169,94f65715-a767-4856-b05c-9bc4ba6be581,ad796fda-7688-4e11-a74c-96d8afe2ce4c,PRESENT
29695c0c-4808-4300-a7d7-107d5ea3c8ff,94f65715-a767-4856-b05c-9bc4ba6be581,33ed076a-1c2b-4624-82e9-1343cf9a40c1,PRESENT
095a45a1-c9d2-44ec-bdc6-c69b8705c811,94f65715-a767-4856-b05c-9bc4ba6be581,b804cfbd-32a9-4b45-a2f3-39ab274be7a2,PRESENT
271850d9-04fe-4c90-a339-85151d016d9e,94f65715-a767-4856-b05c-9bc4ba6be581,b7ab0a9b-9d03-440a-8e96-faf2e133ff6e,PRESENT
54dc785f-23ba-4459-89d1-f242834860ae,94f65715-a767-4856-b05c-9bc4ba6be581,812b2432-f6e1-4291-a338-ef3473d9545a,PRESENT
f5f2c099-fcda-4f5d-b474-554856cbe8bb,94f65715-a767-4856-b05c-9bc4ba6be581,ee9f7330-7b18-40ba-8f3b-edd97f948397,PRESENT
b354c4d9-a952-4987-96c0-6ada1d6753b1,94f65715-a767-4856-b05c-9bc4ba6be581,6ee39150-f4fb-4e08-9ff4-c989b2f98302,PRESENT
4f2d8698-9e06-4793-8366-d7765d300a54,94f65715-a767-4856-b05c-9bc4ba6be581,6ecfa53a-5664-40e4-9797-2111e532c232,PRESENT
db596ebc-a285-487f-87a3-39e10b5f475a,94f65715-a767-4856-b05c-9bc4ba6be581,3fb751de-bcd0-47ea-a115-7757e5fdab3c,PRESENT
864a2b2e-e5e9-402d-b30e-6c63c03432e8,94f65715-a767-4856-b05c-9bc4ba6be581,44b12c3d-a7f3-46c9-98bf-73f33c4253f4,PRESENT
97d42816-9051-4935-8948-cbd22cdc9284,94f65715-a767-4856-b05c-9bc4ba6be581,7de474b7-b4cc-473d-8753-ead775e2db6c,PRESENT
38e9033d-52fe-4436-98c8-d7ab0f897d37,94f65715-a767-4856-b05c-9bc4ba6be581,fd1fb75c-25da-46de-92a7-ecf4c5f8b25f,PRESENT
b1b1fb5a-527a-4f5f-8ff6-acb051f48ead,94f65715-a767-4856-b05c-9bc4ba6be581,49996c46-6c24-4966-afc4-d3eeb282f402,PRESENT
323b512f-622f-405a-b8f1-269261f16482,94f65715-a767-4856-b05c-9bc4ba6be581,4c15d8b5-d77f-427c-964a-a91176f192a6,PRESENT
558964a8-e65f-4fbb-83c0-f945c2479775,94f65715-a767-4856-b05c-9bc4ba6be581,5c2c0f9e-33f5-452e-a127-983be1a23367,PRESENT
f6108dff-a59e-495e-9ea2-79c4c13623e9,94f65715-a767-4856-b05c-9bc4ba6be581,55ae8a41-0d0f-421e-9cc6-af301d170218,PRESENT
d2aa0eb6-362e-4e9d-89e6-1c1dcd2c1602,94f65715-a767-4856-b05c-9bc4ba6be581,8a36f5d0-58ea-4d8f-a688-0d8e0a01370a,PRESENT
7a2695ca-dc8f-4a94-8df8-d4f8b68726f7,94f65715-a767-4856-b05c-9bc4ba6be581,5ca04a9e-03a4-4752-9374-22d6a2e158c3,PRESENT
b06c63f5-630d-4c48-b0ad-ced7a96f3ea8,94f65715-a767-4856-b05c-9bc4ba6be581,9cadebe3-8159-4a75-9d46-9d0be0509091,PRESENT
a48ed877-428d-423e-9718-6f20f40afc4f,94f65715-a767-4856-b05c-9bc4ba6be581,af633fcf-81b0-40b3-8f2d-dba6af185310,PRESENT
7e15fbc1-a502-4133-8bba-e7f570e15456,94f65715-a767-4856-b05c-9bc4ba6be581,a4a2ce69-b5b2-4a0e-895b-f98f66d2b907,PRESENT
fbb6e55f-3f79-4d58-897b-f1a68c24e677,94f65715-a767-4856-b05c-9bc4ba6be581,df063ec7-9c1d-4ba8-b879-e47bce34f672,PRESENT
c5804c88-e3e3-4da7-be48-a6a58e66d734,94f65715-a767-4856-b05c-9bc4ba6be581,3519f724-7032-425e-b651-857ae47d0b19,PRESENT
8ccd6f3d-fc0e-4cbc-b607-3be04d7f9421,94f65715-a767-4856-b05c-9bc4ba6be581,2a1aab67-fbc4-45ac-b3b3-ad97898a0659,PRESENT
3abc3aee-8d4f-41d2-be7e-54a4adf40b92,94f65715-a767-4856-b05c-9bc4ba6be581,b6ed927c-efe1-48b2-bbc5-5f2a2ded0590,PRESENT
3c2bfe58-9ae6-4113-9807-bb65faf7a592,94f65715-a767-4856-b05c-9bc4ba6be581,487c7b55-a2a4-4ed7-aa70-eee2b9f80048,PRESENT
b799df50-dd3f-4221-81c6-77dc078f2adb,94f65715-a767-4856-b05c-9bc4ba6be581,18fccb91-3bcb-459d-92dd-df18d1995845,PRESENT
446b75c2-b2bf-494d-a5cb-1cb1aa10c4bf,94f65715-a767-4856-b05c-9bc4ba6be581,3cea8557-2582-471f-bc30-0eed23a5c186,PRESENT
08f7ab89-4715-455c-8fdc-31146bd1c28a,94f65715-a767-4856-b05c-9bc4ba6be581,1983fb1b-01db-49cb-aa4a-790f9673362a,PRESENT
4b69d26c-4a44-406c-af7e-3615eddb9da4,94f65715-a767-4856-b05c-9bc4ba6be581,c396605f-d780-416f-9512-2d0c2a4cb693,PRESENT
bd960011-7314-4936-a47a-407a0a690ca7,94f65715-a767-4856-b05c-9bc4ba6be581,ef07f880-e389-4fff-a348-43d3af17f53a,PRESENT
ea1b3b4f-76ea-4842-af6d-59c5bf06230d,94f65715-a767-4856-b05c-9bc4ba6be581,e519a8f6-49ad-41ee-b8d1-bbea4a20e26e,PRESENT
67aa5e6e-9562-4a84-84ea-b61708d023b1,94f65715-a767-4856-b05c-9bc4ba6be581,c6a7929d-4b4e-46bf-a992-bd45aed12609,PRESENT
c78586fb-97f9-4506-b636-0bc3e2b57520,94f65715-a767-4856-b05c-9bc4ba6be581,ad738286-51e1-4d63-972f-8856cfeb075e,PRESENT
06e5caee-1d4d-4e92-902e-9cc9f75b89bf,94f65715-a767-4856-b05c-9bc4ba6be581,37d2370e-2329-45ae-9821-f55284712228,PRESENT
771b5239-c479-4630-8415-7d7cf00c1810,94f65715-a767-4856-b05c-9bc4ba6be581,14cee6ff-6391-4628-b8f9-6560bd219771,PRESENT
0e184e0f-a4e5-4437-a1cb-82c5e78f73df,94f65715-a767-4856-b05c-9bc4ba6be581,72e81ab7-658b-4cb6-9082-7345183d8ddc,PRESENT
0f3be688-6318-45a2-98ad-64d7769677cc,94f65715-a767-4856-b05c-9bc4ba6be581,ce1673a8-275e-4271-be17-38c55d543269,PRESENT
c45a4ba9-ff3f-4052-a1fa-07f8af1859f3,94f65715-a767-4856-b05c-9bc4ba6be581,c24cbea8-a51f-4673-9c4e-1bc1c00eb7d9,PRESENT
635c435e-93d2-4d6a-9d62-83cb6821895e,94f65715-a767-4856-b05c-9bc4ba6be581,eec0fa0f-aaa8-4811-899e-1da8a5574501,PRESENT
3a3b6f4f-1367-4bfd-9075-d7f0d11adbb0,94f65715-a767-4856-b05c-9bc4ba6be581,62e53651-001e-4f6d-aef8-4b12a0c0b89a,PRESENT
f8b9168f-ec31-45e1-9a1e-08c5d077c038,94f65715-a767-4856-b05c-9bc4ba6be581,1474e754-f362-4455-a9d4-c8be52dd1759,PRESENT
e3778b20-2736-45d2-a26e-e04b280cb788,94f65715-a767-4856-b05c-9bc4ba6be581,0e42ef3c-343b-4793-8ed6-8a2ec29da143,PRESENT
bd06c385-072a-4eda-b56a-c9655855fcc8,94f65715-a767-4856-b05c-9bc4ba6be581,01b266e7-176e-45ac-be43-e05165653e03,PRESENT
761af122-ce4c-43d6-b47b-b968ddc354bd,94f65715-a767-4856-b05c-9bc4ba6be581,abfa285b-47ae-4cc7-9e7c-062bd57f41b9,PRESENT
b27e0f65-fef8-4e05-ba31-57d414dd0ec6,94f65715-a767-4856-b05c-9bc4ba6be581,f941c62e-03de-4692-84a5-faa18601ce2a,PRESENT
d5acab5f-4219-455e-ac8d-5899f7578f91,94f65715-a767-4856-b05c-9bc4ba6be581,2b1af277-32e2-4b54-80ae-b337d0f8f27c,PRESENT
9af6c2c7-97e0-4b94-9d03-ccda7f85fe8a,94f65715-a767-4856-b05c-9bc4ba6be581,d1e932ac-007f-4418-b808-6ed4f2dc52cf,PRESENT
7c3a29c3-3400-4d33-8fd3-44a9e269b5f4,94f65715-a767-4856-b05c-9bc4ba6be581,ec1476c8-277d-402b-9258-36fe3b5f716e,PRESENT
461b27dc-7a8c-41f0-8eb9-71d782cc040f,94f65715-a767-4856-b05c-9bc4ba6be581,9ffd6086-b1b3-4db5-a8df-4b1f383d0aaf,PRESENT
949f60c9-e1e9-4621-958f-75f56ae6da88,94f65715-a767-4856-b05c-9bc4ba6be581,fb2a7cf2-cffe-4d28-8f46-57d0b036524b,PRESENT
09d3bbfe-58b6-4724-8abd-950fe9183760,94f65715-a767-4856-b05c-9bc4ba6be581,dce5d162-c075-4237-b96b-ac5272801904,PRESENT
c9385cd3-1a85-4e94-87ea-642b3af1afdb,94f65715-a767-4856-b05c-9bc4ba6be581,4364f5ce-6507-4d6e-aef6-31d9ba01ffce,PRESENT
139015df-b21b-4f98-9b66-1a19981c87ea,94f65715-a767-4856-b05c-9bc4ba6be581,7bd1a035-7f1b-4460-89ab-597d9a173efb,PRESENT
bbebc8fb-7788-4bb3-9f63-c69b548242ed,94f65715-a767-4856-b05c-9bc4ba6be581,83cce4cc-20c3-46ed-ace0-203da0732af8,PRESENT
c660ebe6-e8ff-4b03-9a22-6d0dda596454,94f65715-a767-4856-b05c-9bc4ba6be581,8cd97baf-5004-402a-b2b1-8ad3d5f2bd9b,PRESENT
2966b5de-992d-4619-b46d-d74c15019da3,94f65715-a767-4856-b05c-9bc4ba6be581,f3f89ecb-14c0-4ec5-a420-b96dd0ce7263,PRESENT
ad2f7842-e86e-4421-99dc-8326356735f9,94f65715-a767-4856-b05c-9bc4ba6be581,c915e551-8700-47c5-9def-2f98d1f66412,PRESENT
38e30bb1-0e85-4af9-87b0-0e82bee0823d,94f65715-a767-4856-b05c-9bc4ba6be581,c242914c-8100-4c0b-a156-75bc89de842e,PRESENT
5cf71841-2968-4795-b96d-d20c5dd28c99,94f65715-a767-4856-b05c-9bc4ba6be581,0a2d86d9-6f94-430d-a77e-b6b0b3df3c5d,PRESENT
39ed19d3-e661-4682-acff-8b9ffbdcd8ea,94f65715-a767-4856-b05c-9bc4ba6be581,9f749234-c9c9-4395-bf09-34f498cf9b8a,PRESENT
8b5153ce-80bc-435a-ae05-c1c6b1cc73cb,94f65715-a767-4856-b05c-9bc4ba6be581,a55859b4-fc43-4466-a317-4cec330a2495,PRESENT
428d4598-5172-448b-8d53-295e42cf52a7,94f65715-a767-4856-b05c-9bc4ba6be581,4c770c4a-af86-478e-9520-53aebd30ff35,PRESENT
bdcdbca3-3be0-43a7-9a0f-05de734f74c7,94f65715-a767-4856-b05c-9bc4ba6be581,5e9581f6-1ae1-423b-a90f-7aeab4b69b7d,PRESENT
415b7c6d-4752-46bf-8906-da3282da0523,94f65715-a767-4856-b05c-9bc4ba6be581,c75f4384-ca64-4839-99a0-cf25c6e4e5c6,PRESENT
2fdbd92e-2fec-4276-9501-55fd41c56b39,94f65715-a767-4856-b05c-9bc4ba6be581,3b81a71d-3c13-4af7-aab1-327a44c79124,PRESENT
16e88e4a-577a-4b34-8fcf-473d24aee982,94f65715-a767-4856-b05c-9bc4ba6be581,3acaca33-4477-4ba6-9fe3-1769688abebd,PRESENT
088c0391-5dfe-4c0a-bcf1-7b3064d671f6,94f65715-a767-4856-b05c-9bc4ba6be581,2b8cd453-351f-445a-bd1c-bbc849e1de2b,PRESENT
00b76ee3-8f05-4ce9-9d15-5498b824c687,94f65715-a767-4856-b05c-9bc4ba6be581,5082f278-cd90-4403-93aa-7b4d558800be,PRESENT
12206ad1-2248-4b2e-ac62-2b7e70bd2d3b,94f65715-a767-4856-b05c-9bc4ba6be581,8033ef44-d9d2-42e0-906c-69b9e0ed2573,PRESENT
b359a327-bba1-4188-806f-9d5087e372f6,94f65715-a767-4856-b05c-9bc4ba6be581,3638c02a-e418-4ee9-bc62-2682465d7329,PRESENT
da792b87-2e05-4809-9b46-2195c31849cf,94f65715-a767-4856-b05c-9bc4ba6be581,f8a13c0e-3d95-4eb7-8d0c-ab0f0536bdd0,PRESENT
33b36b30-ed2b-48c3-88b8-56754bcf3a64,94f65715-a767-4856-b05c-9bc4ba6be581,0bd28c6b-5a2e-4fbe-8af6-02200e977486,PRESENT
e53a0a8a-bf8c-4816-b49d-81a0de034ab7,94f65715-a767-4856-b05c-9bc4ba6be581,3428d0a1-7d7b-4993-ab54-067ff10ddd56,PRESENT
eaffb66f-3411-4ae3-9328-dd44f6e616e1,94f65715-a767-4856-b05c-9bc4ba6be581,ac372c05-34d2-4f62-8770-1d6e05ce8e7e,PRESENT
82c5315a-5523-40a6-8cc3-269361621247,94f65715-a767-4856-b05c-9bc4ba6be581,77abc288-17ab-4697-b50c-20c6a48436f9,PRESENT
e511e8a4-1270-425a-abe9-c06a0112e173,94f65715-a767-4856-b05c-9bc4ba6be581,ef0da807-8cca-46d9-a4ab-e654a8c6314f,PRESENT
84a5873f-a375-4cab-9bb1-5427452ffb84,94f65715-a767-4856-b05c-9bc4ba6be581,231eb1fe-69a6-4f25-a16a-1305c3ea3784,PRESENT
b2024e22-5d11-4403-aa40-69b832d6ab55,94f65715-a767-4856-b05c-9bc4ba6be581,f165cc62-7aaf-460b-b0ba-bd8f6a61689c,PRESENT
2e04dfe5-02f1-448e-b5fa-552b7b0e8c4f,94f65715-a767-4856-b05c-9bc4ba6be581,63906ebf-6e0c-40bc-84ac-3a6f8666e618,PRESENT
aa25112b-3821-4e8b-a3bd-ffbce30e44aa,94f65715-a767-4856-b05c-9bc4ba6be581,eb697f4a-4a7f-4dc4-b1d9-c20bda8659c1,PRESENT
b605c0a6-00ff-4446-8843-32f646bc2dbb,94f65715-a767-4856-b05c-9bc4ba6be581,ef3ee459-2a0f-47e1-a4df-551cddf45623,PRESENT
b6467348-2428-4d91-98de-1238a896dc7b,94f65715-a767-4856-b05c-9bc4ba6be581,8f5e5e11-1e4b-49f8-b5ac-e2109167ef3a,PRESENT
2d448a36-4774-4d3d-ba19-0246c69f5e76,94f65715-a767-4856-b05c-9bc4ba6be581,2c064433-5a49-4cd3-b397-a3d4554142c2,PRESENT
a485ec2e-770c-4def-9f6f-1d74aa7e1517,94f65715-a767-4856-b05c-9bc4ba6be581,4ad4e4df-33ac-4b97-b382-40939429756f,PRESENT
2d817010-8fb0-46c8-a365-869eb65dc945,94f65715-a767-4856-b05c-9bc4ba6be581,8fb9f443-e918-45d8-8011-5dcaddb4ac98,PRESENT
820c9099-cab7-46aa-b4ca-42ceb6ec8a76,94f65715-a767-4856-b05c-9bc4ba6be581,24162565-1f0b-4af6-b0f2-9049d06ffa48,PRESENT
d0eaf98e-2ebe-4b39-b74c-05cf9c6c8484,94f65715-a767-4856-b05c-9bc4ba6be581,fb65f1d7-6f83-43e8-a81e-8f2695fc97a0,PRESENT
a93c82f6-ed43-4416-9a84-6c70e8c7c14c,94f65715-a767-4856-b05c-9bc4ba6be581,ae8b1a8f-46d3-43e3-8844-ab2a92b8999e,PRESENT
e7f71264-2227-4479-9f22-402bb65f5e5b,94f65715-a767-4856-b05c-9bc4ba6be581,2f69afcf-6279-49ea-83e6-17e7bb0ce880,PRESENT
27ffea77-759d-49bb-84a2-3d8c08d463df,94f65715-a767-4856-b05c-9bc4ba6be581,c9e67d6b-4426-4e49-9f8b-098039e73a18,PRESENT
0faec118-ecd8-438e-86bf-86805024deef,94f65715-a767-4856-b05c-9bc4ba6be581,6ca49ddc-0ffe-44a0-bdca-6ad583d81183,PRESENT
84224477-bedb-4b26-8638-aea1bd513e2a,94f65715-a767-4856-b05c-9bc4ba6be581,ac52c547-6ed8-40d8-bd58-c4bf4d6bf0d5,PRESENT
88f1da9a-c06b-4d73-9e4b-44a46f037005,94f65715-a767-4856-b05c-9bc4ba6be581,702dbf9e-682f-461a-bd2b-40cfe9387d04,PRESENT
27abda5a-c70a-4e74-bddc-e796576cd196,94f65715-a767-4856-b05c-9bc4ba6be581,13112259-9636-44fb-acc4-fd78c934442c,PRESENT
4ab5c787-8707-4897-bf9f-0d2bf9877123,94f65715-a767-4856-b05c-9bc4ba6be581,8730307a-f13d-46c3-a577-941201238cc1,PRESENT
5b20969b-faf0-43e0-9094-f71104011178,94f65715-a767-4856-b05c-9bc4ba6be581,8352f935-cb45-4498-8dec-5bb6884ea794,PRESENT
71bef6ca-9087-4f6a-8ebd-6f6fc3db03c8,94f65715-a767-4856-b05c-9bc4ba6be581,9f14b4cb-588f-454b-8888-14dcc3cde18c,PRESENT
302c0d5f-4d3a-4644-b065-74037cddc72f,94f65715-a767-4856-b05c-9bc4ba6be581,6ad28eb9-e3e3-4267-a2ca-9f2712d11e1b,PRESENT
40c29961-567c-412b-acf6-9349560f41c0,94f65715-a767-4856-b05c-9bc4ba6be581,af5c5bee-5823-43ac-b462-130a897a4f1b,PRESENT
c52cfbcc-3805-45db-828b-0c14f968fc31,94f65715-a767-4856-b05c-9bc4ba6be581,ba0ae3ad-bd80-4c4d-9fc3-d72516d7691a,PRESENT
e42033b0-7cac-4265-adfe-e132f7ba4e59,94f65715-a767-4856-b05c-9bc4ba6be581,e5faa553-0d4b-4fa4-9e1b-1afc86e64cf8,PRESENT
6735cc78-4220-4a22-b184-f0d392a34d0b,94f65715-a767-4856-b05c-9bc4ba6be581,088829df-61eb-4b47-92ed-ac2121fd09df,PRESENT
ce47f6b8-a956-44d5-878e-a2b8dde973da,94f65715-a767-4856-b05c-9bc4ba6be581,5ea99139-8f15-4427-ad2e-78cea8953468,PRESENT
1de1f5df-6ded-4ee3-bf3b-c97f1798b809,94f65715-a767-4856-b05c-9bc4ba6be581,41b2bfd1-95bd-494e-badc-79654257c336,PRESENT
80b97d86-afe8-4edd-88cd-bdce06799ba3,94f65715-a767-4856-b05c-9bc4ba6be581,9cd37259-2d33-405e-9804-1f1c382146d0,PRESENT
960975a9-f974-497e-a8d1-b2c1cb745260,94f65715-a767-4856-b05c-9bc4ba6be581,f38354cb-885b-4d50-aec9-6d48caada032,PRESENT
1087852c-0c48-4138-86d9-223efc3e43ec,94f65715-a767-4856-b05c-9bc4ba6be581,d75f0801-cf33-4a17-a321-17995d22384b,PRESENT
2549616e-0f78-4d85-869a-7c7b0d200959,94f65715-a767-4856-b05c-9bc4ba6be581,65a7bc5f-a10c-48b1-b270-0b1d78c8b51c,PRESENT
735da35b-518c-498a-b7e5-a58d08c74745,94f65715-a767-4856-b05c-9bc4ba6be581,f6d52829-e380-4b3f-88af-be445f51cda9,PRESENT
712dc3a5-8041-4a07-b3ba-1df875fb056f,94f65715-a767-4856-b05c-9bc4ba6be581,926fbdda-6dd7-499c-873a-7f0210f56256,PRESENT
3984b266-2440-46e2-8743-75cefde50647,94f65715-a767-4856-b05c-9bc4ba6be581,4fa7852a-5722-4c3a-b8f8-26893b470f7f,PRESENT
032073b0-fca1-4c09-8664-a4bffd86fb48,94f65715-a767-4856-b05c-9bc4ba6be581,01daf314-6ab2-44fe-a55a-f5fde153cb37,PRESENT
d62adb01-8ba8-4625-ba92-34099d143e97,94f65715-a767-4856-b05c-9bc4ba6be581,76484044-4389-4766-ba16-0a6bb2521e96,PRESENT
ff868759-fd0f-4ff6-9794-41b2e0dd18c9,94f65715-a767-4856-b05c-9bc4ba6be581,0d8577ba-03ce-4451-bc5c-1540eb8eabaa,PRESENT
5bed8f52-dab0-4fe8-82f4-44d1e9767dd9,94f65715-a767-4856-b05c-9bc4ba6be581,d770617b-3273-4faa-8595-8500402463b3,PRESENT
44e1976f-b829-4bb3-b1c1-ff2dedc349d2,94f65715-a767-4856-b05c-9bc4ba6be581,830fee83-aa86-4e66-98f5-175202ebad04,PRESENT
2d1b3b81-7383-40b2-bea1-f0d4c749651c,94f65715-a767-4856-b05c-9bc4ba6be581,b5395159-e9f7-4b8e-824e-aef322706fa7,PRESENT
afa95a5f-e7de-430e-b6f2-e18835b1a06c,94f65715-a767-4856-b05c-9bc4ba6be581,97d6d0a3-e1f3-4f69-a676-e8c91eb0a70f,PRESENT
5be0809f-7c01-4c52-b185-ef270a9dfb55,94f65715-a767-4856-b05c-9bc4ba6be581,e06fb290-e89c-45cc-8f85-c4b7788a08f6,PRESENT
57d53e16-b9cd-4ea3-9076-fb1d6df967b6,94f65715-a767-4856-b05c-9bc4ba6be581,867c82a7-0d02-481a-94ca-ff37c1565489,PRESENT
0196f141-f461-4c91-99fb-d67bea9ae016,94f65715-a767-4856-b05c-9bc4ba6be581,9211d1a1-2505-450b-af3c-b0460c619a6b,PRESENT
260e0b80-7189-49b5-9a3b-c8eda44351e6,94f65715-a767-4856-b05c-9bc4ba6be581,5819c30f-6898-45b3-88c8-f4c02ec2b306,PRESENT
b78476aa-ac57-4718-83ee-d672ddaecfea,94f65715-a767-4856-b05c-9bc4ba6be581,512fdb53-eae2-46e7-af23-5d21ef4e4038,PRESENT
e06a12ae-fa13-401b-bbde-dfa7f7b5724e,94f65715-a767-4856-b05c-9bc4ba6be581,2b02659c-a296-4b20-a888-ef0e82b77e3b,PRESENT
d39e99dd-0f15-48cd-85ae-6e7e13dba735,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,5236e10b-8d0f-4c3a-9cd2-15a98191ddd9,PRESENT
af085a2a-6edd-417d-9d5f-93e8e3423b47,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,31780174-f738-4571-b706-8f62e515ec07,PRESENT
c6565f1d-0a16-4c8e-9036-558ae0075376,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,1eb0f61f-6e54-41f6-b01b-618352c6083f,PRESENT
1e6b5b46-0315-4d58-a3bf-8ce56546cb18,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,a3157f94-7e1b-4c66-bb91-6a3730863dc5,PRESENT
beaab8e7-4332-449b-9d32-4f6394435e94,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,9102ade2-11d4-4871-a439-7d84e4cc96a7,PRESENT
1b0f4cef-641e-456f-8bd5-c1ddb30becca,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,fe751022-f7ad-456c-a514-5aff622a7b20,PRESENT
5a569d55-86ef-46f2-88ea-19c048666a41,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,14a29f1d-c97c-4567-bb6b-e65d603cc31f,PRESENT
7ab4edc1-5bd0-4476-9371-8e03445b0ade,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,37759a78-945c-44cc-ab60-f8de71ae532f,PRESENT
968ce15a-fb31-41bf-9852-48085b185a6e,cd8cc1fc-0c01-48f7-a31d-5e2d0bf75400,6075896d-7bfa-4acc-b3e0-374bec4f0f6c,PRESENT
